索引,核酸提取编号,华大编号,提取日期,样本类型,核酸类型,样本体积(ml)/质量(mg),提取方法,浓度(ng/ul),体积(ul),冰箱位置,孔板号,孔位,提取总量(ng),成功建库使用量(ng),失败建库使用量(ng),科研项目使用量(ng),其他使用量(ng),剩余量(ng),备注,上次修改时间,创建时间
1173,19P0164927,19P0164927,2000-01-01,P,cfDNA,2.7,无,0.722,40.0,无,无,无,28.88,10.0,0.0,0.0,0.0,18.88,无,2020/08/21 02:36,2020/08/21 02:35
1174,19P0164926,19P0164926,2000-01-01,P,cfDNA,2.6,无,1.32,40.0,无,无,无,52.8,10.0,0.0,0.0,0.0,42.8,无,2020/08/21 02:36,2020/08/21 02:35
1175,19P0164925,19P0164925,2000-01-01,P,cfDNA,2.5,无,0.678,40.0,无,无,无,27.12,10.0,0.0,0.0,0.0,17.12,无,2020/08/21 02:36,2020/08/21 02:35
1176,19P0164924,19P0164924,2000-01-01,P,cfDNA,3.5,无,0.406,40.0,无,无,无,16.24,10.0,0.0,0.0,0.0,6.24,无,2020/08/21 02:36,2020/08/21 02:35
1177,19P0164923,19P0164923,2000-01-01,P,cfDNA,3.0,无,0.776,40.0,无,无,无,31.04,10.0,0.0,0.0,0.0,21.04,无,2020/08/21 02:36,2020/08/21 02:35
1178,19P0164922,19P0164922,2000-01-01,P,cfDNA,2.7,无,0.794,40.0,无,无,无,31.76,10.0,0.0,0.0,0.0,21.76,无,2020/08/21 02:36,2020/08/21 02:35
1179,19P0164921,19P0164921,2000-01-01,P,cfDNA,2.5,无,0.98,40.0,无,无,无,39.2,10.0,0.0,0.0,0.0,29.2,无,2020/08/21 02:36,2020/08/21 02:35
1180,19P0164920,19P0164920,2000-01-01,P,cfDNA,3.1,无,1.01,40.0,无,无,无,40.4,10.0,0.0,0.0,0.0,30.4,无,2020/08/21 02:36,2020/08/21 02:35
1181,19P0164919,19P0164919,2000-01-01,P,cfDNA,3.2,无,1.28,40.0,无,无,无,51.2,10.0,0.0,0.0,0.0,41.2,无,2020/08/21 02:36,2020/08/21 02:35
1182,19P0164918,19P0164918,2000-01-01,P,cfDNA,3.2,无,0.82,40.0,无,无,无,32.8,10.0,0.0,0.0,0.0,22.8,无,2020/08/21 02:36,2020/08/21 02:35
1183,19P0164917,19P0164917,2000-01-01,P,cfDNA,3.4,无,0.928,40.0,无,无,无,37.12,10.0,0.0,0.0,0.0,27.12,无,2020/08/21 02:36,2020/08/21 02:35
1184,19P5298058,19P5298058,2000-01-01,P,cfDNA,3.6,无,0.72,46.0,无,无,无,33.12,0.0,0.0,0.0,0.0,33.12,无,2020/08/21 02:35,2020/08/21 02:35
1185,19P5298009,19P5298009,2000-01-01,P,cfDNA,3.6,无,0.748,48.0,无,无,无,35.904,0.0,0.0,0.0,0.0,35.904,无,2020/08/21 02:35,2020/08/21 02:35
1186,19P5298049,19P5298049,2000-01-01,P,cfDNA,3.6,无,0.578,43.0,无,无,无,24.854,0.0,0.0,0.0,0.0,24.854,无,2020/08/21 02:35,2020/08/21 02:35
1187,19P5298011,19P5298011,2000-01-01,P,cfDNA,3.6,无,0.488,49.0,无,无,无,23.912,0.0,0.0,0.0,0.0,23.912,无,2020/08/21 02:35,2020/08/21 02:35
1188,19P5297975,19P5297975,2000-01-01,P,cfDNA,3.6,无,0.964,46.0,无,无,无,44.344,0.0,0.0,0.0,0.0,44.344,无,2020/08/21 02:35,2020/08/21 02:35
1189,19P5298023,19P5298023,2000-01-01,P,cfDNA,3.6,无,0.602,48.0,无,无,无,28.896,0.0,0.0,0.0,0.0,28.896,无,2020/08/21 02:35,2020/08/21 02:35
1190,19P5298026,19P5298026,2000-01-01,P,cfDNA,3.6,无,0.652,48.0,无,无,无,31.296,0.0,0.0,0.0,0.0,31.296,无,2020/08/21 02:35,2020/08/21 02:35
1191,19P5298022,19P5298022,2000-01-01,P,cfDNA,3.6,无,0.688,48.0,无,无,无,33.024,0.0,0.0,0.0,0.0,33.024,无,2020/08/21 02:35,2020/08/21 02:35
1192,19P5297972,19P5297972,2000-01-01,P,cfDNA,3.6,无,0.72,46.0,无,无,无,33.12,0.0,0.0,0.0,0.0,33.12,无,2020/08/21 02:35,2020/08/21 02:35
1193,19P5297990,19P5297990,2000-01-01,P,cfDNA,3.6,无,0.546,44.0,无,无,无,24.024,0.0,0.0,0.0,0.0,24.024,无,2020/08/21 02:35,2020/08/21 02:35
1194,19P5297988,19P5297988,2000-01-01,P,cfDNA,3.6,无,0.444,42.0,无,无,无,18.648,0.0,0.0,0.0,0.0,18.648,无,2020/08/21 02:35,2020/08/21 02:35
1195,19P5297984,19P5297984,2000-01-01,P,cfDNA,3.6,无,0.516,49.0,无,无,无,25.284,0.0,0.0,0.0,0.0,25.284,无,2020/08/21 02:35,2020/08/21 02:35
1196,19P5298040,19P5298040,2000-01-01,P,cfDNA,3.6,无,0.794,50.0,无,无,无,39.7,0.0,0.0,0.0,0.0,39.7,无,2020/08/21 02:35,2020/08/21 02:35
1197,19P5297993,19P5297993,2000-01-01,P,cfDNA,3.6,无,0.41,50.0,无,无,无,20.5,0.0,0.0,0.0,0.0,20.5,无,2020/08/21 02:35,2020/08/21 02:35
1198,19P5297986,19P5297986,2000-01-01,P,cfDNA,3.6,无,0.576,50.0,无,无,无,28.8,0.0,0.0,0.0,0.0,28.8,无,2020/08/21 02:35,2020/08/21 02:35
1199,19P5298043,19P5298043,2000-01-01,P,cfDNA,3.6,无,0.804,49.0,无,无,无,39.396,0.0,0.0,0.0,0.0,39.396,无,2020/08/21 02:35,2020/08/21 02:35
1200,19P5297992,19P5297992,2000-01-01,P,cfDNA,3.6,无,0.498,47.0,无,无,无,23.406,0.0,0.0,0.0,0.0,23.406,无,2020/08/21 02:35,2020/08/21 02:35
1201,19P5297995,19P5297995,2000-01-01,P,cfDNA,3.6,无,0.738,47.0,无,无,无,34.686,0.0,0.0,0.0,0.0,34.686,无,2020/08/21 02:35,2020/08/21 02:35
1202,19P5298056,19P5298056,2000-01-01,P,cfDNA,3.6,无,0.662,48.0,无,无,无,31.776,0.0,0.0,0.0,0.0,31.776,无,2020/08/21 02:35,2020/08/21 02:35
1203,19P5298013,19P5298013,2000-01-01,P,cfDNA,3.6,无,0.648,49.0,无,无,无,31.752,0.0,0.0,0.0,0.0,31.752,无,2020/08/21 02:35,2020/08/21 02:35
1204,19P5298055,19P5298055,2000-01-01,P,cfDNA,3.6,无,0.532,47.0,无,无,无,25.004,0.0,0.0,0.0,0.0,25.004,无,2020/08/21 02:35,2020/08/21 02:35
1205,19P5297994,19P5297994,2000-01-01,P,cfDNA,3.6,无,0.574,48.0,无,无,无,27.552,0.0,0.0,0.0,0.0,27.552,无,2020/08/21 02:35,2020/08/21 02:35
1206,19P5297991,19P5297991,2000-01-01,P,cfDNA,3.6,无,1.99,53.0,无,无,无,105.47,0.0,0.0,0.0,0.0,105.47,无,2020/08/21 02:35,2020/08/21 02:35
1207,19P5297989,19P5297989,2000-01-01,P,cfDNA,3.6,无,0.522,50.0,无,无,无,26.1,0.0,0.0,0.0,0.0,26.1,无,2020/08/21 02:35,2020/08/21 02:35
1208,19P5297985,19P5297985,2000-01-01,P,cfDNA,3.6,无,0.566,54.0,无,无,无,30.564,0.0,0.0,0.0,0.0,30.564,无,2020/08/21 02:35,2020/08/21 02:35
1209,19P5298027,19P5298027,2000-01-01,P,cfDNA,3.6,无,0.558,50.0,无,无,无,27.9,0.0,0.0,0.0,0.0,27.9,无,2020/08/21 02:35,2020/08/21 02:35
1210,19P5298052,19P5298052,2000-01-01,P,cfDNA,3.6,无,1.06,52.0,无,无,无,55.12,0.0,0.0,0.0,0.0,55.12,无,2020/08/21 02:35,2020/08/21 02:35
1211,19P5298051,19P5298051,2000-01-01,P,cfDNA,3.6,无,1.48,52.0,无,无,无,76.96,0.0,0.0,0.0,0.0,76.96,无,2020/08/21 02:35,2020/08/21 02:35
1212,19P5298020,19P5298020,2000-01-01,P,cfDNA,3.6,无,0.498,50.0,无,无,无,24.9,0.0,0.0,0.0,0.0,24.9,无,2020/08/21 02:35,2020/08/21 02:35
1213,19P5298028,19P5298028,2000-01-01,P,cfDNA,3.6,无,0.764,52.0,无,无,无,39.728,0.0,0.0,0.0,0.0,39.728,无,2020/08/21 02:35,2020/08/21 02:35
1214,19P5298044,19P5298044,2000-01-01,P,cfDNA,3.6,无,0.856,50.0,无,无,无,42.8,0.0,0.0,0.0,0.0,42.8,无,2020/08/21 02:35,2020/08/21 02:35
1215,19P5298050,19P5298050,2000-01-01,P,cfDNA,3.6,无,0.56,50.0,无,无,无,28.0,0.0,0.0,0.0,0.0,28.0,无,2020/08/21 02:35,2020/08/21 02:35
1216,19P5297973,19P5297973,2000-01-01,P,cfDNA,3.6,无,0.81,50.0,无,无,无,40.5,0.0,0.0,0.0,0.0,40.5,无,2020/08/21 02:35,2020/08/21 02:35
1217,19P5297979,19P5297979,2000-01-01,P,cfDNA,3.6,无,0.6,50.0,无,无,无,30.0,0.0,0.0,0.0,0.0,30.0,无,2020/08/21 02:35,2020/08/21 02:35
1218,19P5298004,19P5298004,2000-01-01,P,cfDNA,3.6,无,0.526,52.0,无,无,无,27.352,0.0,0.0,0.0,0.0,27.352,无,2020/08/21 02:35,2020/08/21 02:35
1219,19P5298037,19P5298037,2000-01-01,P,cfDNA,3.6,无,0.554,52.0,无,无,无,28.808,0.0,0.0,0.0,0.0,28.808,无,2020/08/21 02:35,2020/08/21 02:35
1220,19P5297998,19P5297998,2000-01-01,P,cfDNA,3.6,无,0.736,52.0,无,无,无,38.272,0.0,0.0,0.0,0.0,38.272,无,2020/08/21 02:35,2020/08/21 02:35
1221,19P5298015,19P5298015,2000-01-01,P,cfDNA,3.6,无,0.806,52.0,无,无,无,41.912,0.0,0.0,0.0,0.0,41.912,无,2020/08/21 02:35,2020/08/21 02:35
1222,19P5297999,19P5297999,2000-01-01,P,cfDNA,3.6,无,0.596,51.0,无,无,无,30.396,0.0,0.0,0.0,0.0,30.396,无,2020/08/21 02:35,2020/08/21 02:35
1223,19P5298016,19P5298016,2000-01-01,P,cfDNA,3.6,无,0.716,50.0,无,无,无,35.8,0.0,0.0,0.0,0.0,35.8,无,2020/08/21 02:35,2020/08/21 02:35
1224,19P5297987,19P5297987,2000-01-01,P,cfDNA,3.6,无,0.934,52.0,无,无,无,48.568,0.0,0.0,0.0,0.0,48.568,无,2020/08/21 02:35,2020/08/21 02:35
1225,19P5298036,19P5298036,2000-01-01,P,cfDNA,3.6,无,0.57,52.0,无,无,无,29.64,0.0,0.0,0.0,0.0,29.64,无,2020/08/21 02:35,2020/08/21 02:35
1226,19P5297981,19P5297981,2000-01-01,P,cfDNA,3.6,无,0.596,53.0,无,无,无,31.588,0.0,0.0,0.0,0.0,31.588,无,2020/08/21 02:35,2020/08/21 02:35
1227,19P5298000,19P5298000,2000-01-01,P,cfDNA,3.6,无,0.554,52.0,无,无,无,28.808,0.0,0.0,0.0,0.0,28.808,无,2020/08/21 02:35,2020/08/21 02:35
1228,19P5298033,19P5298033,2000-01-01,P,cfDNA,3.6,无,0.45,46.0,无,无,无,20.7,0.0,0.0,0.0,0.0,20.7,无,2020/08/21 02:35,2020/08/21 02:35
1229,19P5298034,19P5298034,2000-01-01,P,cfDNA,3.6,无,1.03,50.0,无,无,无,51.5,0.0,0.0,0.0,0.0,51.5,无,2020/08/21 02:35,2020/08/21 02:35
1230,19P5298010,19P5298010,2000-01-01,P,cfDNA,3.6,无,0.544,50.0,无,无,无,27.2,0.0,0.0,0.0,0.0,27.2,无,2020/08/21 02:35,2020/08/21 02:35
1231,19P5298018,19P5298018,2000-01-01,P,cfDNA,3.6,无,0.704,51.0,无,无,无,35.904,0.0,0.0,0.0,0.0,35.904,无,2020/08/21 02:35,2020/08/21 02:35
1232,19P5298053,19P5298053,2000-01-01,P,cfDNA,3.6,无,0.656,49.0,无,无,无,32.144,0.0,0.0,0.0,0.0,32.144,无,2020/08/21 02:35,2020/08/21 02:35
1233,19P5297977,19P5297977,2000-01-01,P,cfDNA,3.6,无,0.51,49.0,无,无,无,24.99,0.0,0.0,0.0,0.0,24.99,无,2020/08/21 02:35,2020/08/21 02:35
1234,19P5298057,19P5298057,2000-01-01,P,cfDNA,3.6,无,0.438,48.0,无,无,无,21.024,0.0,0.0,0.0,0.0,21.024,无,2020/08/21 02:35,2020/08/21 02:35
1235,19P5298017,19P5298017,2000-01-01,P,cfDNA,3.6,无,0.692,49.0,无,无,无,33.908,0.0,0.0,0.0,0.0,33.908,无,2020/08/21 02:35,2020/08/21 02:35
1236,19P5298041,19P5298041,2000-01-01,P,cfDNA,3.6,无,0.614,52.0,无,无,无,31.928,0.0,0.0,0.0,0.0,31.928,无,2020/08/21 02:35,2020/08/21 02:35
1237,19P5297980,19P5297980,2000-01-01,P,cfDNA,3.6,无,0.754,50.0,无,无,无,37.7,0.0,0.0,0.0,0.0,37.7,无,2020/08/21 02:35,2020/08/21 02:35
1238,19P5297974,19P5297974,2000-01-01,P,cfDNA,3.6,无,0.538,50.0,无,无,无,26.9,0.0,0.0,0.0,0.0,26.9,无,2020/08/21 02:35,2020/08/21 02:35
1239,19P5298001,19P5298001,2000-01-01,P,cfDNA,3.6,无,0.42,50.0,无,无,无,21.0,0.0,0.0,0.0,0.0,21.0,无,2020/08/21 02:35,2020/08/21 02:35
1240,19P5298048,19P5298048,2000-01-01,P,cfDNA,3.6,无,0.808,48.0,无,无,无,38.784,0.0,0.0,0.0,0.0,38.784,无,2020/08/21 02:35,2020/08/21 02:35
1241,19P5297996,19P5297996,2000-01-01,P,cfDNA,3.6,无,0.67,50.0,无,无,无,33.5,0.0,0.0,0.0,0.0,33.5,无,2020/08/21 02:35,2020/08/21 02:35
1242,19P5298031,19P5298031,2000-01-01,P,cfDNA,3.6,无,0.458,50.0,无,无,无,22.9,0.0,0.0,0.0,0.0,22.9,无,2020/08/21 02:35,2020/08/21 02:35
1243,19P5297982,19P5297982,2000-01-01,P,cfDNA,3.6,无,0.588,50.0,无,无,无,29.4,0.0,0.0,0.0,0.0,29.4,无,2020/08/21 02:35,2020/08/21 02:35
1244,19P5298046,19P5298046,2000-01-01,P,cfDNA,3.6,无,0.496,49.0,无,无,无,24.304,0.0,0.0,0.0,0.0,24.304,无,2020/08/21 02:35,2020/08/21 02:35
1245,19P5298025,19P5298025,2000-01-01,P,cfDNA,3.6,无,0.504,49.0,无,无,无,24.696,0.0,0.0,0.0,0.0,24.696,无,2020/08/21 02:35,2020/08/21 02:35
1246,19P5298019,19P5298019,2000-01-01,P,cfDNA,3.6,无,0.804,49.0,无,无,无,39.396,0.0,0.0,0.0,0.0,39.396,无,2020/08/21 02:35,2020/08/21 02:35
1247,19P5298045,19P5298045,2000-01-01,P,cfDNA,3.6,无,0.33,50.0,无,无,无,16.5,0.0,0.0,0.0,0.0,16.5,无,2020/08/21 02:35,2020/08/21 02:35
1248,19P5297976,19P5297976,2000-01-01,P,cfDNA,3.6,无,0.498,49.0,无,无,无,24.402,0.0,0.0,0.0,0.0,24.402,无,2020/08/21 02:35,2020/08/21 02:35
1249,19P5298059,19P5298059,2000-01-01,P,cfDNA,3.6,无,0.824,48.0,无,无,无,39.552,0.0,0.0,0.0,0.0,39.552,无,2020/08/21 02:35,2020/08/21 02:35
1250,19P5297978,19P5297978,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1251,19P5298024,19P5298024,2000-01-01,P,cfDNA,3.6,无,0.57,54.0,无,无,无,30.78,0.0,0.0,0.0,0.0,30.78,无,2020/08/21 02:35,2020/08/21 02:35
1252,19P5298014,19P5298014,2000-01-01,P,cfDNA,9999.0,无,9999.0,52.0,无,无,无,519948.0,0.0,0.0,0.0,0.0,519948.0,重提,2020/08/21 02:35,2020/08/21 02:35
1253,19P5297983,19P5297983,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1254,19P5298007,19P5298007,2000-01-01,P,cfDNA,3.6,无,0.584,50.0,无,无,无,29.2,0.0,0.0,0.0,0.0,29.2,无,2020/08/21 02:35,2020/08/21 02:35
1255,19P5298047,19P5298047,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1256,19P5298039,19P5298039,2000-01-01,P,cfDNA,3.6,无,0.532,51.0,无,无,无,27.132,0.0,0.0,0.0,0.0,27.132,无,2020/08/21 02:35,2020/08/21 02:35
1257,19P5298005,19P5298005,2000-01-01,P,cfDNA,3.6,无,0.89,51.0,无,无,无,45.39,0.0,0.0,0.0,0.0,45.39,无,2020/08/21 02:35,2020/08/21 02:35
1258,19P5298008,19P5298008,2000-01-01,P,cfDNA,3.6,无,0.58,50.0,无,无,无,29.0,0.0,0.0,0.0,0.0,29.0,无,2020/08/21 02:35,2020/08/21 02:35
1259,19P5298030,19P5298030,2000-01-01,P,cfDNA,3.6,无,0.446,51.0,无,无,无,22.746,0.0,0.0,0.0,0.0,22.746,无,2020/08/21 02:35,2020/08/21 02:35
1260,19P5298029,19P5298029,2000-01-01,P,cfDNA,3.6,无,1.09,51.0,无,无,无,55.59,0.0,0.0,0.0,0.0,55.59,无,2020/08/21 02:35,2020/08/21 02:35
1261,19P5298038,19P5298038,2000-01-01,P,cfDNA,3.6,无,0.552,51.0,无,无,无,28.152,0.0,0.0,0.0,0.0,28.152,无,2020/08/21 02:35,2020/08/21 02:35
1262,19P5298012,19P5298012,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1263,19P5298006,19P5298006,2000-01-01,P,cfDNA,3.6,无,0.486,51.0,无,无,无,24.786,0.0,0.0,0.0,0.0,24.786,无,2020/08/21 02:35,2020/08/21 02:35
1264,19P5297997,19P5297997,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1265,19P5298032,19P5298032,2000-01-01,P,cfDNA,3.6,无,0.364,50.0,无,无,无,18.2,0.0,0.0,0.0,0.0,18.2,无,2020/08/21 02:35,2020/08/21 02:35
1266,19P5298042,19P5298042,2000-01-01,P,cfDNA,3.6,无,0.574,51.0,无,无,无,29.274,0.0,0.0,0.0,0.0,29.274,无,2020/08/21 02:35,2020/08/21 02:35
1267,19P5298035,19P5298035,2000-01-01,P,cfDNA,9999.0,无,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,重提,2020/08/21 02:35,2020/08/21 02:35
1268,19P5298021,19P5298021,2000-01-01,P,cfDNA,3.7,无,0.75,51.0,无,无,无,38.25,0.0,0.0,0.0,0.0,38.25,无,2020/08/21 02:35,2020/08/21 02:35
1269,19P5298002,19P5298002,2000-01-01,P,cfDNA,3.8,无,0.558,51.0,无,无,无,28.458,0.0,0.0,0.0,0.0,28.458,无,2020/08/21 02:35,2020/08/21 02:35
1270,19P5298054,19P5298054,2000-01-01,P,cfDNA,3.7,无,0.924,52.0,无,无,无,48.048,0.0,0.0,0.0,0.0,48.048,无,2020/08/21 02:35,2020/08/21 02:35
1271,19P5298003,19P5298003,2000-01-01,P,cfDNA,4.0,无,0.688,50.0,无,无,无,34.4,0.0,0.0,0.0,0.0,34.4,无,2020/08/21 02:35,2020/08/21 02:35
1272,19P3955128,19P3955128,2000-01-01,P,cfDNA,3.6,无,0.668,42.0,无,无,无,28.056,10.0,0.0,0.0,0.0,18.056,无,2020/08/21 02:36,2020/08/21 02:35
1273,19P3955127,19P3955127,2000-01-01,P,cfDNA,3.5,无,0.236,42.0,无,无,无,9.912,0.0,0.0,0.0,0.0,9.912,无,2020/08/21 02:35,2020/08/21 02:35
1274,19P3955126,19P3955126,2000-01-01,P,cfDNA,7.3,无,0.368,97.0,无,无,无,35.696,0.0,0.0,0.0,0.0,35.696,无,2020/08/21 02:35,2020/08/21 02:35
1275,19P3955125,19P3955125,2000-01-01,P,cfDNA,3.5,无,0.326,42.0,无,无,无,13.692,0.0,0.0,0.0,0.0,13.692,无,2020/08/21 02:35,2020/08/21 02:35
1276,19P3955124,19P3955124,2000-01-01,P,cfDNA,3.5,无,0.402,42.0,无,无,无,16.884,10.0,0.0,0.0,0.0,6.884,无,2020/08/21 02:36,2020/08/21 02:35
1277,19P3955123,19P3955123,2000-01-01,P,cfDNA,3.5,无,0.454,42.0,无,无,无,19.068,10.0,0.0,0.0,0.0,9.068,无,2020/08/21 02:36,2020/08/21 02:35
1278,19P3955122,19P3955122,2000-01-01,P,cfDNA,3.5,无,0.314,42.0,无,无,无,13.188,10.0,0.0,0.0,0.0,3.188,无,2020/08/21 02:36,2020/08/21 02:35
1279,19P3955121,19P3955121,2000-01-01,P,cfDNA,3.5,无,0.166,42.0,无,无,无,6.972,0.0,0.0,0.0,0.0,6.972,无,2020/08/21 02:35,2020/08/21 02:35
1280,19P3955120,19P3955120,2000-01-01,P,cfDNA,3.5,无,0.326,42.0,无,无,无,13.692,10.0,0.0,0.0,0.0,3.692,无,2020/08/21 02:36,2020/08/21 02:35
1281,19P3955119,19P3955119,2000-01-01,P,cfDNA,3.5,无,0.304,42.0,无,无,无,12.768,10.0,0.0,0.0,0.0,2.768,无,2020/08/21 02:36,2020/08/21 02:35
1282,19P3955118,19P3955118,2000-01-01,P,cfDNA,3.5,无,0.172,42.0,无,无,无,7.224,10.0,0.0,0.0,0.0,-2.776,无,2020/08/21 02:36,2020/08/21 02:35
1283,19P3955117,19P3955117,2000-01-01,P,cfDNA,3.5,无,0.242,42.0,无,无,无,10.164,10.0,0.0,0.0,0.0,0.164,无,2020/08/21 02:36,2020/08/21 02:35
1284,19P3955116,19P3955116,2000-01-01,P,cfDNA,3.5,无,0.314,42.0,无,无,无,13.188,10.0,0.0,0.0,0.0,3.188,无,2020/08/21 02:36,2020/08/21 02:35
1285,19P3955115,19P3955115,2000-01-01,P,cfDNA,7.1,无,0.974,66.0,无,无,无,64.284,10.0,0.0,0.0,0.0,54.284,无,2020/08/21 02:36,2020/08/21 02:35
1286,19P3955114,19P3955114,2000-01-01,P,cfDNA,3.5,无,0.17,42.0,无,无,无,7.14,0.0,0.0,0.0,0.0,7.14,无,2020/08/21 02:35,2020/08/21 02:35
1287,19P3955113,19P3955113,2000-01-01,P,cfDNA,3.6,无,0.554,42.0,无,无,无,23.268,10.0,0.0,0.0,0.0,13.268,无,2020/08/21 02:36,2020/08/21 02:35
1288,19P3955112,19P3955112,2000-01-01,P,cfDNA,3.5,无,0.254,42.0,无,无,无,10.668,10.0,0.0,0.0,0.0,0.668,无,2020/08/21 02:36,2020/08/21 02:35
1289,19P3955111,19P3955111,2000-01-01,P,cfDNA,3.5,无,0.38,40.0,无,无,无,15.2,10.0,0.0,0.0,0.0,5.2,无,2020/08/21 02:36,2020/08/21 02:35
1290,19P3955110,19P3955110,2000-01-01,P,cfDNA,3.6,无,0.266,45.0,无,无,无,11.97,10.0,0.0,0.0,0.0,1.97,无,2020/08/21 02:36,2020/08/21 02:35
1291,19P3955109,19P3955109,2000-01-01,P,cfDNA,3.5,无,0.37,45.0,无,无,无,16.65,10.0,0.0,0.0,0.0,6.65,无,2020/08/21 02:36,2020/08/21 02:35
1292,19P3955108,19P3955108,2000-01-01,P,cfDNA,7.3,无,0.64,61.0,无,无,无,39.04,10.0,0.0,0.0,0.0,29.04,无,2020/08/21 02:36,2020/08/21 02:35
1293,19P3955107,19P3955107,2000-01-01,P,cfDNA,3.5,无,0.352,45.0,无,无,无,15.84,10.0,0.0,0.0,0.0,5.84,无,2020/08/21 02:36,2020/08/21 02:35
1294,19P3955106,19P3955106,2000-01-01,P,cfDNA,3.5,无,1.04,45.0,无,无,无,46.8,0.0,0.0,0.0,0.0,46.8,无,2020/08/21 02:35,2020/08/21 02:35
1295,19P3955105,19P3955105,2000-01-01,P,cfDNA,7.1,无,0.534,69.0,无,无,无,36.846,10.0,0.0,0.0,0.0,26.846,无,2020/08/21 02:36,2020/08/21 02:35
1296,19P3955104,19P3955104,2000-01-01,P,cfDNA,7.4,无,0.466,71.0,无,无,无,33.086,10.0,0.0,0.0,0.0,23.086,无,2020/08/21 02:36,2020/08/21 02:35
1297,19P3955103,19P3955103,2000-01-01,P,cfDNA,3.6,无,0.78,45.0,无,无,无,35.1,10.0,0.0,0.0,0.0,25.1,白细胞验证后，报告为阴性,2020/08/21 02:36,2020/08/21 02:35
1298,19P3955102,19P3955102,2000-01-01,P,cfDNA,3.6,无,0.52,45.0,无,无,无,23.4,10.0,0.0,0.0,0.0,13.4,白细胞验证后，报告为阴性,2020/08/21 02:36,2020/08/21 02:35
1299,19P3955101,19P3955101,2000-01-01,P,cfDNA,3.6,无,0.46,45.0,无,无,无,20.7,10.0,0.0,0.0,0.0,10.7,无,2020/08/21 02:36,2020/08/21 02:35
1300,19P3955100,19P3955100,2000-01-01,P,cfDNA,7.0,无,0.656,53.0,无,无,无,34.768,10.0,0.0,0.0,0.0,24.768,无,2020/08/21 02:36,2020/08/21 02:35
1301,19P3955099,19P3955099,2000-01-01,P,cfDNA,7.4,无,0.792,53.0,无,无,无,41.976,10.0,0.0,0.0,0.0,31.976,无,2020/08/21 02:36,2020/08/21 02:35
1302,19P3955060,19P3955060,2000-01-01,P,cfDNA,3.1,无,0.344,46.0,无,无,无,15.824,10.0,0.0,0.0,0.0,5.824,无,2020/08/21 02:36,2020/08/21 02:35
1303,19P3955059,19P3955059,2000-01-01,P,cfDNA,3.6,无,0.602,46.0,无,无,无,27.692,10.0,0.0,0.0,0.0,17.692,无,2020/08/21 02:36,2020/08/21 02:35
1304,19P3955058,19P3955058,2000-01-01,P,cfDNA,7.4,无,0.478,76.0,无,无,无,36.328,10.0,0.0,0.0,0.0,26.328,无,2020/08/21 02:36,2020/08/21 02:35
1305,19P3955057,19P3955057,2000-01-01,P,cfDNA,7.5,无,0.808,52.0,无,无,无,42.016,10.0,0.0,0.0,0.0,32.016,无,2020/08/21 02:36,2020/08/21 02:35
1306,19P3955056,19P3955056,2000-01-01,P,cfDNA,7.4,无,0.474,71.0,无,无,无,33.654,10.0,0.0,0.0,0.0,23.654,无,2020/08/21 02:36,2020/08/21 02:35
1307,19P3955055,19P3955055,2000-01-01,P,cfDNA,6.6,无,0.43,63.0,无,无,无,27.09,10.0,0.0,0.0,0.0,17.09,无,2020/08/21 02:36,2020/08/21 02:35
1308,19P3955054,19P3955054,2000-01-01,P,cfDNA,3.6,无,0.428,46.0,无,无,无,19.688,10.0,0.0,0.0,0.0,9.688,无,2020/08/21 02:36,2020/08/21 02:35
1309,19P3955053,19P3955053,2000-01-01,P,cfDNA,3.0,无,0.5,46.0,无,无,无,23.0,8.35,0.0,0.0,0.0,14.65,无,2020/08/21 02:36,2020/08/21 02:35
1310,19P3955052,19P3955052,2000-01-01,P,cfDNA,3.6,无,0.33,46.0,无,无,无,15.18,10.0,0.0,0.0,0.0,5.18,无,2020/08/21 02:36,2020/08/21 02:35
1311,19P3955051,19P3955051,2000-01-01,P,cfDNA,3.6,无,0.728,46.0,无,无,无,33.488,10.0,0.0,0.0,0.0,23.488,无,2020/08/21 02:36,2020/08/21 02:35
1312,19P3955050,19P3955050,2000-01-01,P,cfDNA,7.3,无,0.432,68.0,无,无,无,29.376,10.0,0.0,0.0,0.0,19.376,无,2020/08/21 02:36,2020/08/21 02:35
